1234,0.062573567,1234
0,0.035675056,0000
1111,0.015918512,1111
2580,0.012208884,2580
1212,0.006156311,1212
5555,0.005919064,5555
2222,0.0046408,2222
6969,0.004537522,6969
7777,0.004258923,7777
5683,0.003828791,5683
4444,0.003735633,4444
9999,0.003154419,9999
8888,0.003142857,8888
852,0.003089381,0852
1313,0.003073264,1313
1998,0.002844246,1998
3333,0.002679043,3333
1997,0.002641244,1997
2468,0.002584991,2468
2323,0.002435465,2323
2112,0.002354421,2112
4321,0.002308728,4321
1379,0.002292494,1379
1010,0.002271485,1010
1122,0.002170428,1122
2525,0.002142746,2525
6666,0.002128627,6666
1996,0.002126847,1996
1999,0.002058254,1999
1984,0.00204447,1984
2011,0.001979654,2011
1969,0.001878156,1969
1995,0.001818565,1995
1221,0.001720512,1221
2000,0.001653252,2000
1973,0.001643691,1973
1987,0.001627127,1987
5150,0.001606004,5150
1981,0.001601002,1981
1993,0.001547526,1993
1985,0.001521735,1985
2001,0.001514286,2001
1590,0.001480266,1590
1235,0.00144369,1235
1994,0.001436464,1994
1975,0.001419567,1975
2012,0.001400556,2012
2424,0.001384325,2424
1988,0.001361979,1988
1991,0.001356643,1991
1977,0.001333408,1977
2121,0.001322624,2121
1414,0.001300055,1414
1986,0.001278822,1986
1989,0.001251362,1989
1978,0.001228127,1978
1992,0.001219344,1992
1245,0.001214786,1245
3825,0.001211005,3825
1980,0.001205893,1980
1983,0.001193441,1983
2020,0.001153864,2020
1979,0.001151862,1979
1357,0.001148861,1357
1976,0.001120401,1976
1965,0.001115621,1965
1990,0.001106837,1990
2002,0.001100389,2002
9876,0.001099611,9876
1236,0.001098832,1236
2486,0.001062034,2486
1982,0.001041246,1982
1478,0.001038021,1478
1223,0.001033908,1223
1337,0.001031351,1337
123,0.001029017,0123
1225,0.001026682,1225
5252,0.001011673,5252
1974,0.000965759,1974
1231,0.000952863,1231
1230,0.000937632,1230
808,0.000917954,0808
7890,0.000905503,7890
1701,0.00090517,1701
2010,0.000891273,2010
1919,0.000879934,1919
1970,0.000850584,1970
1233,0.000850139,1233
1515,0.000849805,1515
1000,0.000818566,1000
1470,0.000817343,1470
1472,0.000817343,1472
1123,0.000775986,1123
1964,0.000772319,1964
2233,0.00076965,2233
1972,0.000769316,1972
1967,0.000764759,1967
1966,0.000747527,1966
1001,0.000737521,1001
1224,0.000737298,1224
1211,0.000734964,1211
1121,0.000734741,1121
1963,0.000725737,1963
1598,0.000712285,1598
3690,0.000707282,3690
1397,0.000692384,1397
3636,0.000690494,3636
1214,0.000685937,1214
1020,0.000685714,1020
1216,0.000681268,1216
1213,0.000673263,1213
1717,0.000671151,1717
420,0.000665925,0420
8080,0.000665367,8080
5050,0.000661367,5050
1024,0.000659033,1024
4545,0.000649027,4545
1956,0.000647472,1956
1968,0.000647026,1968
2255,0.000638799,2255
1127,0.000637243,1127
1210,0.000634464,1210
1971,0.000629795,1971
8520,0.000627794,8520
2004,0.00062746,2004
1114,0.000622457,1114
1776,0.000608005,1776
1258,0.000604447,1258
1937,0.000594886,1937
2007,0.000588216,2007
3232,0.000585548,3232
2005,0.000583213,2005
1124,0.00058299,1124
1945,0.000581101,1945
1948,0.000578767,1948
2003,0.000578321,2003
6288,0.000578099,6288
4242,0.000572985,4242
1013,0.000568427,1013
1112,0.000568204,1112
1007,0.000566204,1007
1031,0.00056587,1031
1739,0.000565089,1739
7878,0.000563869,7878
1117,0.000563758,1117
1023,0.000563201,1023
7,0.00056109,0007
815,0.000558866,0815
5678,0.00055831,5678
987,0.000556198,0987
1232,0.00055353,1232
1911,0.00055164,1911
1793,0.000548193,1793
1818,0.000546192,1818
1324,0.000544191,1324
1028,0.000543969,1028
1215,0.000543635,1215
2552,0.000541634,2552
1220,0.000541412,1220
8008,0.000541189,8008
2013,0.000541078,2013
1962,0.000539189,1962
5225,0.000538855,5225
3141,0.000534631,3141
1958,0.000531962,1958
707,0.00053174,0707
220,0.000524514,0220
1120,0.000524291,1120
1134,0.000522291,1134
4200,0.000521845,4200
2303,0.000517399,2303
2106,0.000515064,2106
1017,0.000514285,1017
4536,0.00051273,4536
1959,0.000512396,1959
1369,0.000509839,1369
303,0.000507393,0303
2626,0.000506948,2626
1066,0.000505281,1066
1961,0.000505059,1961
1022,0.000504614,1022
2008,0.000502056,2008
5656,0.000501946,5656
1105,0.000495164,1105
1425,0.00049194,1425
1144,0.00049005,1144
4568,0.000489939,4568
1218,0.000487604,1218
1209,0.000487493,1209
1954,0.000485492,1954
1201,0.000485158,1201
1208,0.000484936,1208
1012,0.000482379,1012
1949,0.000478266,1949
3131,0.000477821,3131
2009,0.000475153,2009
1254,0.000474819,1254
1955,0.000473152,1955
1130,0.000472818,1130
1227,0.000470261,1227
2684,0.000469816,2684
2539,0.000469703,2539
1951,0.000465815,1951
711,0.000465481,0711
2006,0.000465481,2006
1453,0.00046348,1453
1960,0.000463257,1960
1217,0.000462924,1217
1355,0.000461146,1355
1021,0.000460478,1021
1029,0.000458143,1029
2211,0.000458143,2211
1125,0.000458032,1125
1812,0.000456031,1812
1331,0.00045592,1331
2345,0.000450695,2345
1004,0.00044836,1004
1030,0.000448249,1030
1596,0.000447804,1596
1950,0.000446137,1950
3570,0.000445245,3570
1306,0.000441468,1306
1952,0.000441357,1952
1203,0.000441023,1203
1014,0.000440911,1014
3698,0.000440353,3698
5858,0.000438132,5858
2828,0.000435798,2828
1243,0.000434019,1243
6453,0.000433129,6453
1126,0.000431128,1126
1129,0.000428572,1129
1228,0.00042846,1228
1593,0.000428238,1593
1346,0.000428124,1346
1016,0.000426126,1016
1011,0.000426015,1011
2589,0.000425678,2589
1027,0.00042368,1027
1102,0.000421456,1102
909,0.000421123,0909
1256,0.0004209,1256
1944,0.000419344,1944
1947,0.000419344,1947
1015,0.000418788,1015
1002,0.000416343,1002
128,0.00041423,0128
5623,0.00041423,5623
1101,0.000414119,1101
7272,0.000414008,7272
9111,0.000413786,9111
1957,0.000411784,1957
9090,0.000411451,9090
2662,0.00041134,2662
911,0.000411117,0911
3535,0.000409116,3535
2046,0.000408671,2046
2503,0.000407115,2503
2110,0.000407004,2110
2101,0.00040467,2101
5757,0.000404558,5757
1207,0.000404114,1207
214,0.000403891,0214
4567,0.00040378,4567
202,0.00040189,0202
1205,0.000399222,1205
5000,0.000397221,5000
4141,0.000396998,4141
5253,0.000396442,5253
2507,0.000394886,2507
6425,0.000393997,6425
3108,0.000392441,3108
1119,0.000391995,1119
1104,0.000391773,1104
3699,0.00038955,3699
1595,0.000389216,1595
1946,0.000387549,1946
1008,0.000387104,1008
1110,0.000387104,1110
1492,0.000384658,1492
1432,0.000384547,1432
3399,0.000382546,3399
705,0.000382435,0705
1953,0.000382435,1953
3223,0.000382323,3223
513,0.000379878,0513
3030,0.000379656,3030
415,0.000377321,0415
812,0.000377321,0812
1109,0.00037721,1109
1026,0.000377099,1026
1222,0.000376987,1222
7399,0.000376987,7399
4247,0.00037532,4247
2312,0.000374875,2312
8989,0.000374764,8989
1616,0.000374653,1616
2212,0.00037254,2212
1238,0.000369761,1238
1219,0.00036965,1219
6464,0.000367649,6464
2508,0.000367537,2508
6789,0.000367537,6789
2369,0.000367093,2369
3777,0.000365537,3777
1107,0.000364758,1107
1,0.000364647,0001
2811,0.000362868,2811
3000,0.000360534,3000
2511,0.000360311,2511
110,0.000360089,0110
3283,0.000357977,3283
5525,0.000357865,5525
6669,0.000357865,6669
7896,0.000357754,7896
1108,0.000357643,1108
1452,0.00035731,1452
2846,0.000357196,2846
4455,0.00035542,4455
9696,0.000354975,9696
1802,0.000353196,1802
1943,0.000353085,1943
1601,0.000350751,1601
330,0.000350417,0330
3693,0.000350195,3693
3110,0.000348194,3110
811,0.000347971,0811
2929,0.000345636,2929
2326,0.000345081,2326
1405,0.000343191,1405
4040,0.000343079,4040
4747,0.000342969,4747
1106,0.000342857,1106
1229,0.000342857,1229
1200,0.000340745,1200
1003,0.000340411,1003
3011,0.00033841,3011
1942,0.000338299,1942
3112,0.000338299,3112
3322,0.000338299,3322
512,0.000338077,0512
505,0.000337743,0505
3669,0.000335742,3669
211,0.000335631,0211
1133,0.000335631,1133
2639,0.000335297,2639
1572,0.00033363,1572
101,0.000333185,0101
1471,0.000333185,1471
3434,0.000333074,3434
5454,0.000333074,5454
1025,0.000332963,1025
1735,0.000331184,1735
2357,0.000331073,2357
3234,0.000331073,3234
7676,0.000330962,7676
1128,0.000330628,1128
1289,0.000330406,1289
2356,0.000330292,2356
2131,0.000323624,2131
2412,0.000323513,2412
503,0.000323402,0503
6633,0.00032129,6633
2408,0.000321178,2408
2425,0.000321178,2425
530,0.000321067,0530
1115,0.000320956,1115
3214,0.000320734,3214
7926,0.000320623,7926
5151,0.000318621,5151
6767,0.000318621,6767
824,0.000318399,0824
410,0.000318288,0410
2512,0.000316287,2512
4569,0.000315842,4569
4646,0.000315842,4646
1202,0.000310951,1202
425,0.000310839,0425
1442,0.000309061,1442
2100,0.000308949,2100
208,0.000308727,0208
2411,0.000308727,2411
2244,0.000308616,2244
511,0.000308505,0511
1206,0.000308505,1206
9632,0.000308505,9632
3125,0.000304058,3125
203,0.000303947,0203
2109,0.000303947,2109
2111,0.000303947,2111
2501,0.000303947,2501
311,0.000303613,0311
1226,0.000303613,1226
4578,0.00030139,4578
5566,0.00030139,5566
2210,0.000301279,2210
429,0.000301167,0429
666,0.000301056,0666
1805,0.000299166,1805
4711,0.000299166,4711
5599,0.000299166,5599
1310,0.000299055,1310
7899,0.000299055,7899
404,0.000298944,0404
2442,0.000298944,2442
3696,0.000298833,3696
528,0.000298722,0528
4268,0.000298388,4268
1800,0.000296498,1800
1103,0.000296276,1103
1275,0.000294275,1275
201,0.000294163,0201
222,0.000294163,0222
5254,0.000294163,5254
1410,0.000293941,1410
1599,0.00029383,1599
6363,0.00029383,6363
1204,0.000293719,1204
2014,0.000293496,2014
1138,0.000291829,1138
3344,0.000291829,3344
314,0.000291495,0314
5674,0.000291159,5674
369,0.000289272,0369
1511,0.000289161,1511
1910,0.000289161,1910
1415,0.00028905,1415
2288,0.00028905,2288
2627,0.000286937,2627
7000,0.000286937,7000
1711,0.000286826,1711
2204,0.000286826,2204
525,0.000286493,0525
1040,0.000284491,1040
2535,0.00028438,2535
2610,0.00028438,2610
9000,0.00028438,9000
2124,0.000284269,2124
1580,0.000284158,1580
2354,0.000282046,2354
1709,0.000281934,1709
318,0.000281712,0318
1412,0.000281712,1412
6996,0.000281712,6996
312,0.000281601,0312
424,0.000281601,0424
1314,0.000281601,1314
1411,0.000281601,1411
5377,0.00028149,5377
2583,0.000281376,2583
1301,0.000279489,1301
1542,0.000279489,1542
217,0.000279378,0217
6565,0.000279378,6565
428,0.000279266,0428
880,0.000276932,0880
221,0.000276821,0221
2510,0.000276821,2510
210,0.000276709,0210
2582,0.000276709,2582
5646,0.000276598,5646
1099,0.000274597,1099
2513,0.000274597,2513
907,0.000274486,0907
1718,0.000274486,1718
2665,0.000274486,2665
2229,0.000274152,2229
426,0.000274039,0426
1604,0.000272151,1604
2504,0.000272151,2504
8787,0.00027204,8787
809,0.000271929,0809
4848,0.000271929,4848
623,0.000271818,0623
1009,0.000271818,1009
411,0.000271706,0411
3578,0.000271484,3578
1532,0.000269483,1532
3146,0.000267371,3146
1933,0.00026726,1933
13,0.000267149,0013
224,0.000267037,0224
1458,0.000266926,1458
2203,0.000264814,2203
2122,0.000264592,2122
1116,0.00026448,1116
4523,0.00026448,4523
5639,0.000264369,5639
1018,0.000264255,1018
4283,0.000264147,4283
2687,0.000262479,2687
7734,0.000262368,7734
2554,0.000262257,2554
2526,0.000262146,2526
325,0.000262035,0325
414,0.000262035,0414
2332,0.000262035,2332
2727,0.000261809,2727
3355,0.000259922,3355
4592,0.000259922,4592
1437,0.000259811,1437
912,0.0002597,0912
524,0.000259589,0524
1005,0.000259589,1005
1239,0.000259477,1239
321,0.000259364,0321
2585,0.000259364,2585
3425,0.000259255,3425
1710,0.000257476,1710
7410,0.000257476,7410
2606,0.000257366,2606
1512,0.000257254,1512
8804,0.000255142,8804
2901,0.000255031,2901
4512,0.000255031,4512
7913,0.000255031,7913
1909,0.00025492,1909
9191,0.00025492,9191
502,0.000254808,0502
1510,0.000254808,1510
1908,0.000254808,1908
2223,0.000254586,2223
5432,0.000254586,5432
1591,0.000254363,1591
1333,0.000252474,1333
1269,0.000252363,1269
1402,0.000252363,1402
612,0.00025214,0612
1602,0.000250139,1602
8088,0.000250139,8088
1253,0.000250028,1253
1808,0.000250028,1808
2810,0.000250028,2810
102,0.000249917,0102
143,0.000249806,0143
331,0.000249806,0331
1325,0.000249806,1325
5689,0.000249694,5689
1804,0.000247582,1804
2321,0.000247582,2321
7979,0.000247471,7979
405,0.00024736,0405
7474,0.00024736,7474
412,0.000247248,0412
522,0.000247248,0522
2569,0.000247248,2569
891,0.000245247,0891
1150,0.000245247,1150
1513,0.000245137,1513
2307,0.000245137,2307
2541,0.000245137,2541
5500,0.000245137,5500
